Title,Price,Address,Bathroom,Room,Furnished,Pet Allowed,Postal Code
1 Bedroom Basement Apartment for single tenant - Fully Furnished,$950.00,4156 Rue Cunard Montréal QC H4P 1P2 Canada,1,2 1/2,Oui,Non,H4P 1P2
$950 Super gros 3-1/2 ensoleillé à deux pas du Métro Monk,$950.00,6625 Beaulieu Ville Emard H4G 3E2 QC Canada,1,3 1/2,Non,Non,H4G 3E2
3 1/2,$575.00,H2A1J3 Canada,1,3 1/2,Non,Unknown,H2A1J3
$950 super large bright 3-1/2 apt - 2 min walk from Monk Metro,$950.00,6625 Rue Beaulieu Montréal QC H4E 3G2 Canada,1,3 1/2,Non,Non,H4E 3G2
Location appartement 4 1/2,$660.00, Montréal H4v1e8 QC Canada,1,4 1/2,Non,Non,H4v1e8
Beautiful appartment,$1170.00, westmount h3y2r2 QC Canada,1,4 1/2,Non,Oui,h3y2r2
Recherché :Cherche rdc 3 chambres et + avec cour,$1300.00,H2M1M7 Canada,1,5 1/2,Non,Unknown,H2M1M7
Parc Lafontaine - Renovated - Sublet - Open Concept - WIFI,$1300.00,2286 Rue Plessis Montréal QC H2L 2Y3 Canada,1,1 1/2,Oui,Non,H2L 2Y3
Reprise de bail pour 6 mois // leaseback for 6 months,$1300.00,3601 Rue Sainte Famille Montréal QC H2X 2L6 Canada,1,2 1/2,Oui,Oui,H2X 2L6
Newly Renovated ! Everything Included ! Parking Available !,$1350.00,4555 Av du Parc Montréal QC H2V 4E4 Canada,1,2 1/2,Oui,Non,H2V 4E4
100% Calme,$645.00,2783 Avenue Laurier E Montréal QC H1Y Canada,1,3 1/2,Non,Non,
Grands 3 1/2 Vue Spectaculaire pour personne retraiter,$1194.00,7250 Boulevard les Galeries d'Anjou Anjou QC H1M 3X9 Canada,1,2 1/2,Non,Non,H1M 3X9
4 1/2 Métro Frontenac impeccable 2e étage 1er décembre,$930.00, Montreal H2K 1J4 QC Canada,1,4 1/2,Non,Unknown,H2K 1J4
Le 4 1/2 de Rosemont libre disponible dès maintenant,$1160.00,5988 13e Avenue Montréal QC H1X 2Y5 Canada,1,4 1/2,Non,Non,H1X 2Y5
6 et demi meublé équipé-fully furnished equipped- NDG,$2200.00,4566 Avenue Beaconsfield Montréal QC H4A 2H7 Canada,1,6 1/2,Oui,Non,H4A 2H7
Well located 3 1/2 by metro for lease take over/sublet $785,$785.00,3873 Rue de Verdun Verdun QC H4G 1K7 Canada,1,2 1/2,Non,Non,H4G 1K7
$2800/4br - Plateau/All included/4 BR/Furnished/McGill/Students,$2800.00,Rue Clark Montréal QC H2T 2T5 Canada,1,6 1/2,Oui,Non,H2T 2T5
Condo à louer Griffintown meublé,$2200.00,1045 Rue Wellington Montréal QC H3C 1V6 Canada,1,4 1/2,Oui,Non,H3C 1V6
Renovated 1 bedroom apartment near Westmount - Villa Maria metro,$1576.00,4555 Bonavista Montreal QC H3W 2C7,1,3 1/2,Non,Unknown,H3W 2C7
Old Port-Montreal-New condo for rent-3.5-metro Square Victoria,$1450.00,650 rue Wellington Montreal QC H3C 1T3,1,2 1/2,Non,Oui,H3C 1T3
2 bedrooms chambres Downtown Centre Ville McGill DECEMBER,$1695.00,1530 DR PENFIELD Montreal QC H3G 1C1,2,4 1/2,Non,Non,H3G 1C1
3 1/2 Bd. Saint Michel,$800.00,9339 Boulevard Saint-Michel Montréal QC H1Z 3G7 Canada,1,3 1/2,Non,Non,H1Z 3G7
3.5 in Pointe-Saint-Charles lease transfer dec1 $760,$760.00,Ropery H3K2X1 Pointe st.charles QC,1,2 1/2,Non,Oui,H3K2X1
Apartment for Rent 4 bedroom near McGill University,$Surdemande, Montreal H2X 2E1 QC Canada,1,6 1/2,Oui,Non,H2X 2E1
LIBRE IMMÉDIATEMENT AVAILABLE IMMEDIATELY,$2200.00,3051 Avenue de Brighton Montréal QC H3S 1T7 Canada,2,6 1/2,Non,Non,H3S 1T7
Magnifique condo Victorien 3CC sur le Plateau Mont-Royal,$2595.00,3948 Rivard H2L 4H7 Montréal QC,1,6 1/2,Oui,Non,H2L 4H7
OUTREMONT COURT -5.5 cachet ensoleillé faut voir !!,$1695.00,1320 Avenue Bernard Outremont QC H2V 1W2 Canada,1,5 1/2,Non,Non,H2V 1W2
Avenue Bernard grand 5.5 avec cachet! 3 chambres fermées,$1895.00,1320 Avenue Bernard Outremont QC H2V 1W2 Canada,1,4 1/2,Non,Non,H2V 1W2
Ensoleillé 3 5 rénové,$1295.00,1295 Avenue Lajoie Outremont QC H2V 1P4 Canada,1,6 1/2,Non,Non,H2V 1P4
Grand 3 5 Ville Mont-Royal Montréal chauffage 1 mois GRATUIT,$950.00,2900 Chemin de la Côte-de-Liesse Mont-Royal QC H4N 2P2 Canada,1,3 1/2,Oui,Oui,H4N 2P2
Plateau Grand 3 1/2 NEUF! Meublé / Tout inclus! Petit Laurier.,$1675.00,5307 Marquette H2J 3Z4 Plateau Mont-Royal QC,1,3 1/2,Unknown,Non,H2J 3Z4
Ahuntsic 4.5 béton rénové@815 $,$810.00,10355 Ave de Bois-de-Boulogne Montreal QC H4N 1L5 Canada,1,4 1/2,Non,Non,H4N 1L5
Condo/studio à louer,$1100.00,Rue Masson Montréal QC Canada,1,1 1/2,Oui,Non,
New Furnished 31/2 Condo in Griffintown Close to everything,$1300.00,1165 Rue Wellington Montréal QC H3C 2C9 Canada,1,2 1/2,Oui,Non,H3C 2C9
4 1/2 à louer,$730.00,1610 Boul Henri-Bourassa E Montréal QC H2C 1H9 Canada,1,4 1/2,Non,Non,H2C 1H9
5 1/2 Haut Duplex Montreal Nord $780 1er dec,$780.00,Avenue Bellevois Montréal-Nord QC H1H 3E1 Canada,1,5 1/2,Non,Non,H1H 3E1
Grand 4 1/2 bord de l'eau chauffé à Lachine,$850.00,147 17e Avenue Lachine H8S 3N7 QC,1,4 1/2,Non,Unknown,H8S 3N7
Logement étudiant NEUF (Hiver 2019),$695.00,7098 Rue des Écores Montréal QC H2E 2V8 Canada,4,5 1/2,Oui,Non,H2E 2V8
{| LUXURY APARTMENT for rent | 1BDR | CORNER UNIT | MTL |},$1705.00,1380 Boulevard René-Lévesque O Montréal QC H3G 1T6 Canada,1,3 1/2,Non,Oui,H3G 1T6
4 1/2 a louer Pointe-aux-Trembles,$708.00,Rue Joseph d'Argent Montréal QC H1A 5G2 Canada,1,4 1/2,Non,Unknown,H1A 5G2
[PLUS DE VISITES] 4 1/5 - Metro Jean Talon - 1er janvier,$950.00,1150 Rue Bélanger Montréal QC H2S 1H4 Canada,1,4 1/2,Non,Non,H2S 1H4
Magnifique condo à louer dans Griffintown,$2000.00,845 Rue Notre-Dame Ouest Montréal QC H3C Canada,1,3 1/2,Oui,Non,
1 BEDROOM OR STUDIO CLOSE TO HOSPITALS 514-700-3501,$850.00,3501 Cote Ste-Catherine Montreal QC H3T 1Z8,1,2 1/2,Non,Non,H3T 1Z8
2 Bedroom unit in DDO - 514-683-2252,$885.00,4452 des Sources Dollad des Ormeaux QC H8Y 3B9,2,1 1/2,Non,Non,H8Y 3B9
3 1/2 ROSEMOINT - 1ER ETAGE,$660.00,4530 Avenue Bourbonnière Montréal QC H1X 2M5 Canada,1,3 1/2,Non,Non,H1X 2M5
3 1/2 Apartment fully furnished 5 WEEKS FREE RENT near HEC UdM,$1046.00,3010 Avenue Van Horne Montréal QC H3S 1S3 Canada,1,3 1/2,Oui,Non,H3S 1S3
Condo à louer Griffintown meublé,$2200.00,1045 Rue Wellington Montréal QC H3C 1V6 Canada,1,4 1/2,Oui,Non,H3C 1V6
Magnifique condo à louer dans Griffintown,$2000.00,845 Rue Notre-Dame Ouest Montréal QC H3C Canada,1,3 1/2,Oui,Non,
Grand 3 1/2 chauffé bord de l'eau à Lachine,$750.00,147 17e Avenue Lachine H8S 3N7 QC,1,3 1/2,Non,Unknown,H8S 3N7
Maison meublée et rénovée! Court terme* Rosemont/Angus/Hochelaga,$2100.00,2675 Rue Davidson Montréal QC H1W 2Z3 Canada,2,4 1/2,Oui,Unknown,H1W 2Z3
3 1/2 NEWLY RENOVATED APARTMENT FOR RENT near port montreal,$850.00,528 Rue de Saint-Just Montréal QC H1L 6A9 Canada,1,3 1/2,Non,Non,H1L 6A9
Magnifique condo 5 1/2 tout meublé sur le Plateau Mont-Royal,$3295.00,231 Avenue Duluth E #3 Montréal QC H2W 1H3 Canada,1,5 1/2,Oui,Unknown,H2W 1H3
Recherché :Recherche urgente 3 1/2 RDC ou demi sous-sol a Mtl-Est PTA,$Surdemande,36 Avenue Marien Montréal-Est QC H1B 4T7 Canada,1,3 1/2,Non,Unknown,H1B 4T7
2 1/2 semi sous-sol,$600.00,H8P1X8 Canada,1,2 1/2,Non,Non,H8P1X8
Logement 5 1/2 Hochelaga Maisonneuve 5 min à pied métro Cadillac,$960.00, MONTREAL h1n2p9 QC Canada,1,5 1/2,Non,Non,h1n2p9
Tres grande logement renovee a louer 81/2!!,$1500.00,3498 Broadway Montréal-Est QC H1B 5B4 Canada,1,6 1/2,Non,Oui,H1B 5B4
Condo 3 1/2 semi meublé situé au 14ème étage Parc Lafontaine,$1295.00,1150 Sherbrooke EST H2L 1L8 Montreal QC,1,3 1/2,Non,Oui,H2L 1L8
Magnifique condo 2càc tout meublé tout inclus! GARAGE *Plateau,$2995.00,928 Rue Cherrier Montréal QC H2L 1H7 Canada,1,4 1/2,Oui,Unknown,H2L 1H7
Modern Fully Renovated Studio - Footsteps from McGill - Downtown,$1195.00,3460 Durocher Montreal QC H2X 2E3,1,1 1/2,Non,Unknown,H2X 2E3
Downtown -Renovated 3 Bed 2.5 Bath - near McGill and Concordia,$2895.00,3435 Drummond Montreal QC H3G 1X8,2,5 1/2,Non,Unknown,H3G 1X8
Concordia - McGill - renovated Downtown 2 Bedroom 1.5 bath,$1945.00,3435 Drummond Montreal QC H3G 1X8,1,4 1/2,Non,Unknown,H3G 1X8
4 1/2 - Renovated 2 bed 2 bath - Doorman/Gym/Terrace - Downtown,$2055.00,3468 Drummond Street Montreal QC H3G 1Y4,2,4 1/2,Non,Unknown,H3G 1Y4
Montreal Nord/St Michel: 5 1/2 à louer. Disponible immediatement,$795.00,10384 Boulevard Saint-Michel Montréal-Nord QC H1H 5H3 Canada,1,5 1/2,Non,Non,H1H 5H3
Hochelaga-Maisonneuve - Avec stationnement,$1500.00,1427 Avenue Bennett Montréal QC H1V 2S5 Canada,1,6 1/2,Non,Non,H1V 2S5
Spacieux RDC 4càc tout rénové 2 garage+jardin *Jewish Hospital*,$2900.00,3870 Rue de la Peltrie Montréal QC H3S 1V3 Canada,3,6 1/2,Non,Oui,H3S 1V3
Appartement à Louer Villeray-850$ cessation de Bail .,$850.00,Montréal QC H2P 2N4 Canada,1,4 1/2,Non,Oui,H2P 2N4
Lovely apartment in the heart of Plateau,$950.00,5059 Rue Chambord Montréal QC H2J 3N3 Canada,1,4 1/2,Non,Non,H2J 3N3
Naturally Lit Spacious 2 Bedroom in CSL | Ideal for Students!,$1299.00,6565 chemin Kildare Montreal QC H4W 1S4,1,4 1/2,Non,Oui,H4W 1S4
PROMO: 2 Bedroom Loft Style Griffintown Apartment with Locker!,$1795.00,305 de la Montagne Street Montreal QC H3C 0R6,2,1 1/2,Non,Unknown,H3C 0R6
A LOUER : CONDO VIEUX PORT - 2 CAC + PARKING MEUBLÉ OU NON.,$1999.00,777 Rue Gosford Montréal QC H2Y 4B7 Canada,1,4 1/2,Oui,Non,H2Y 4B7
Fully Furnished Luxury Old Montreal Condo for Rent,$3000.00,1000 Rue de la Commune E Montréal QC H2L 5C1 Canada,2,2 1/2,Oui,Non,H2L 5C1
2 bedrooms 41/2 townhouse maison de ville Westmount May June,$1950.00,1750 cedar Montreal QC H3G 1A3,1,4 1/2,Non,Non,H3G 1A3
4 1/2 Rénové à Pointe-aux-Trembles - Libre dès maintenant,$750.00,1e Ave Pointe-aux-Trembles QC H1B 4S4 Canada,1,4 1/2,Non,Non,H1B 4S4
Rosemont Style condo 3 ½ tout inclus* / all included*,$980.00, H1T 2C3 Rosemont QC,1,3 1/2,Oui,Non,H1T 2C3
Appartement 4 1/2 à louer,$Surdemande,1837 Rue Melançon O Alma QC G8B 4H2 Canada,1,4 1/2,Non,Oui,G8B 4H2
3 bedrooms Plateau Mont Royal,$2100.00,4105 Rue Papineau Montréal QC H2K 4K2 Canada,1,5 1/2,Non,Oui,H2K 4K2
VERDUN.1/5,$750.00,725 4e Avenue Verdun QC H4G 2Y5 Canada,2,4 1/2,Non,Non,H4G 2Y5
Beautiful loft style condo in Griffintown,$1850.00,1085 Rue Smith Montréal QC H3C 1X1 Canada,1,2 1/2,Oui,Oui,H3C 1X1
A louer,$620.00,Rue Montmartre Montréal QC H1A 3R5 Canada,1,4 1/2,Non,Oui,H1A 3R5
cession de baill pour fin de decembre,$790.00,7301 Boulevard Joseph-Renaud Anjou QC H1K 4C8 Canada,1,4 1/2,Non,Unknown,H1K 4C8
BEAU 4 1/2 RENOVÉ PRÉS DE MÉTRO CADILLAC,$1045.00,3280 DE LA PÉPINIÈRE MONTREAL QC H1N 3N4,1,4 1/2,Non,Non,H1N 3N4
BEAU 31/2 RENOVÉ PRÉS DE MÉTRO CADILLAC À PARTIR DU SEPTEMBRE,$845.00,3280 DE LA PÉPINIÈRE MONTREAL QC H1N 3N4,1,3 1/2,Non,Non,H1N 3N4
Cozy modern and bright - downtown 1br studio,$1450.00,2118 St. Dominique H2X 2X3 Montreal QC,1,1 1/2,Oui,Non,H2X 2X3
5 1/2 duplex,$1185.00,8117 Rue de Guyenne Saint-Léonard QC H1P 2G5 Canada,1,5 1/2,Non,Non,H1P 2G5
clean and bright 3.5 near metro awater wifi electricity included,$1399.00,2117 Rue Tupper Montréal QC H3H 1N9 Canada,1,3 1/2,Non,Non,H3H 1N9
Big 2 1/2 Lease Transfer - Furnished and Steps Away from Metro!,$1038.00, H3H 2N4 Montreal QC,1,1 1/2,Oui,Non,H3H 2N4
Beau 4 1/2 - 1 chambre fermée - grande cuisine - HOMA - 735$,$735.00,569 Rue Sicard Montréal QC H1V 2X1 Canada,1,4 1/2,Non,Oui,H1V 2X1
Grand 3.5 ensoleillé dans la Petite Patrie le 1 février,$660.00,6636 Rue Fabre Montréal QC H2G 2Z3 Canada,1,3 1/2,Non,Non,H2G 2Z3
6 ½+ Apartement À LOUER (A Côté Métro Champ-des-Mars),$2800.00,977 Avenue de l'Hôtel-de-Ville Montréal QC H2X 3A4 Canada,2,6 1/2,Non,Oui,H2X 3A4
Recherché :Recherche 4 1/2 (ou autre selon) mars 2019,$1100.00, Montréal H4C1P7 QC,1,4 1/2,Non,Oui,H4C1P7
BACHELOR STUDIO APPARTEMENT LIBRE PRÉSENTEMENT,$640.00, montreal H2E 1W3 QC Canada,1,2 1/2,Non,Non,H2E 1W3
Recherché :Looking for a 3 1/2 for april.,$600.00,H9X 2B4 Canada,1,2 1/2,Oui,Unknown,H9X 2B4
BEAU 31/2 RENOVÉ PRÉS DE MÉTRO CADILLAC À PARTIR DU SEPTEMBRE,$845.00,3280 DE LA PÉPINIÈRE MONTREAL QC H1N 3N4,1,3 1/2,Non,Non,H1N 3N4
PIERREFONDS / KIRKLAND - 1-2 Bedrooms ALL INCLUDED,$780.00,4875 des Erables Pierrefonds QC H9J 2W4,1,2 1/2,Non,Non,H9J 2W4
CSL - 1 & 2 BEDROOM APT. Renovated building. Heating included,$800.00,7910 Cote St-Luc Cote St. Luc QC H4W 1R2,1,2 1/2,Non,Unknown,H4W 1R2
Griffintown 1 Bedroom Loft-Style Luxury Rental,$1495.00,305 de la Montagne Street Montreal QC H3C 0R6,1,2 1/2,Non,Unknown,H3C 0R6
LOUER 3 1/2 POUR 1er DÉCEMBRE 2018 Villes St-Laurent,$815.00,1615 jules-poitras St-Laurent H4N 1Z2 QC,1,3 1/2,Non,Non,H4N 1Z2
Basement apartment,$470.00,Saint-Laurent Montreal QC Canada H4L 4K5,1,1 1/2,Oui,Non,H4L 4K5
1 bdrm apartment w/ parking on Monkland,$1435.00,H4A1H1 Canada,1,2 1/2,Non,Unknown,H4A1H1
4 ½ TOUS PRES DU METRO FABRE $875.00/mois DISPONIBLE 1er DECEMBR,$875.00,7885 Rue Garnier Montréal QC H2E 2A7 Canada,1,4 1/2,Non,Non,H2E 2A7
À LOUER apparte de luxe - 468 de l'Eglise Verdun - 4 1/2,$1400.00,468 de l'Eglise Verdun H4G2V3 QC Canada,1,4 1/2,Non,Non,H4G2V3
HUGE Beautiful 7 1/2 apartment in Cote St-Luc.,$1300.00, cote st-luc h4w1e8 QC Canada,2,5 1/2,Non,Non,h4w1e8
Location temporaire Bachelor métro Honoré-Beaugrand,$925.00,H1K Canada,1,3 1/2,Oui,Unknown,
2 1/2 All Included Verdun,$685.00,4320 Av Bannantyne Verdun QC H4G 1C8 Canada,1,1 1/2,Non,Non,H4G 1C8
Beau 3 1/2 à Louer à Verdun,$795.00,610 Moffat 3 1/2 Verdun QC H4H 1Y8,1,3 1/2,Non,Unknown,H4H 1Y8
5 1/2 Duplex avec sousol garage double completement rénové,$1700.00,RUE ROUSSEAU LASALLE QC H8N 1K6,1,6 1/2,Non,Unknown,H8N 1K6
Condo 5 1/2 à Louer à LaSalle - 1er juillet 2018,$1200.00,Louis Joliet Lasalle QC H8N 2X3,1,5 1/2,Non,Unknown,H8N 2X3
5 1/2 Condo à Louer à LaSalle - 2e étage - Dispobible,$1350.00,Rejane & Giovanni Caboto Montreal QC H8N 3C3,2,5 1/2,Non,Unknown,H8N 3C3
Aftistic Fully Furnished 1-bedroom Loft Wi-Fi Hydro Included,$1499.00,5413 Boul St-Laurent Montréal QC H2T 1S5 Canada,1,2 1/2,Oui,Oui,H2T 1S5
4.5 APARTMENT DOWNTOWN MONTREAL,$1170.00,1961 Tupper Canada,1,4 1/2,Non,Unknown,
4 1/2 GRAND À LOUER N.D.G,$795.00,5311 Walkley H4V2M6 Montreal QC,1,4 1/2,Non,Non,H4V2M6
3535-1704 1 ch à coucher à 1600$/mois,$1600.00,3535 Avenue Papineau Montreal QC H2K 4J9,1,2 1/2,Oui,Unknown,H2K 4J9
Large 3 1/2 in NDG (metro Villa Maria); Lease transfer Dec 1st,$770.00,4650 Avenue Clanranald Montréal QC H3X 2R9 Canada,1,2 1/2,Non,Non,H3X 2R9
Fully Furnished: 3 1/2 in Griffintown: pool and gym,$1550.00,950 Rue Notre-Dame Ouest Montréal QC H3C 0K3 Canada,1,3 1/2,Oui,Unknown,H3C 0K3
Terrebonne: Condo de luxe 4 1/2 avec 5 électros,$1195.00,856 Rue Marie-Gérin-Lajoie #200 Montreal QC J6Y 0L5,1,4 1/2,Non,Non,J6Y 0L5
Grand 3 1/2 sur Masson . 645$ TOUT INCLUS LIBRE,$645.00,3530 rue Masson Montreal QC H1X 1R9,1,3 1/2,Non,Unknown,H1X 1R9
Beau grand 4 ½ sur la 20e avenue dans Rosemont DECEMBRE,$745.00,6580 20eme avenue Montreal QC H1X 2J5,1,4 1/2,Non,Unknown,H1X 2J5
Appartement Condo. 5 1/2 Ville Saint Laurent. Tours Bois Franc.,$2200.00,1300 Boulevard Alexis-Nihon Saint-Laurent QC H4R Canada,1,5 1/2,Non,Unknown,
1 BEDROOM – HEATING & HOT WATER INCLUDED – CSL – 514-612-7910,$775.00,7910 Cote St-Luc Cote St-Luc QC H4W 1R2,1,2 1/2,Non,Non,H4W 1R2
Parfait pour etudiants et jeunes professionnels DISPO MAINTENANT,$995.00,3429 Rue St-Andre Plateau Mont-Royal (Lower Plateau) QC H2L 3V4,1,2 1/2,Oui,Non,H2L 3V4
3 1/2 3.5 SAPHIR II Saint Laurent Piscine Gym cour arrière,$950.00,135 PLACE COTE VERTU Saint Laurent QC H4N 1G4,1,3 1/2,Non,Non,H4N 1G4
Le Président 4 1/2 CDN Adj.Centre Ville Wesmount,$1575.00,Un Logement pour tous vos besoins Montreal QC H3V 1C8,2,4 1/2,Non,Oui,H3V 1C8
LARGE BRIGHT 2 BEDROOM 5 1/2 Apartment for rent **AVBL NOW**,$1300.00,513 Rue Bédard LaSalle QC H8R 3A8 Canada,1,4 1/2,Non,Non,H8R 3A8
Fully Furnished 2-bedroom in Plateau Montreal,$1799.00,3919 Rue Saint-Denis Montréal QC H2W 2M4 Canada,1,4 1/2,Oui,Oui,H2W 2M4
Beau 4-1/2 - Villeray près du métro Jarry,$970.00,505 Rue de Liège E Montréal QC H2P 1J9 Canada,1,4 1/2,Non,Non,H2P 1J9
Fully Furnished 2-bedroom in Mile End,$2149.00,5413 Boul St-Laurent Montréal QC H2T 1S5 Canada,1,4 1/2,Oui,Oui,H2T 1S5
Fully Furnished One-bedroom Apartment in Plateau,$1600.00,3919 Rue Saint-Denis Montréal QC H2W 2M4 Canada,1,2 1/2,Oui,Oui,H2W 2M4
1 1/2 Boul Viau St Léonard Disponible maintenant-Available now,$550.00,Boulevard Viau Saint-Léonard QC H1S 2P4 Canada,1,1 1/2,Non,Non,H1S 2P4
Renovated 2-bedroom apartment available December 1 or January 1,$1350.00,3639 Rue Sainte Famille Montréal QC H2X 2L5 Canada,1,4 1/2,Non,Unknown,H2X 2L5
Superbe condominium à louer !,$1195.00,14419 Rue Jolicoeur #201 Pierrefonds QC H9H 5M5 Canada,1,4 1/2,Non,Non,H9H 5M5
CONDO FOR RENT 4239 JEAN TALON WEST UNIT 801 IN ROUGE PHASE 2,$1900.00,4239 Rue Jean-Talon Ouest Montreal QC H4P 0A5 Canada,2,4 1/2,Oui,Oui,H4P 0A5
1 Bed Apt Downtown Montreal close to Complexe Desjardins,$1750.00,1200 Rue St-Alexandre Montréal QC H3B 3H5 Canada,1,3 1/2,Oui,Non,H3B 3H5
Plateau - Magnifique 5 1/2 Spacieux - Rez de chaussée,$1660.00,4077 Rue Cartier Montréal QC H2K 4G3 Canada,1,4 1/2,Non,Oui,H2K 4G3
2 1/2 A Parc Extension pour Novembre 450-978-1811,$595.00,930 Avenue d'Anvers Montréal QC H3N 1E4 Canada,1,2 1/2,Non,Unknown,H3N 1E4
Great 3.5 in TMR. Excellent Location!-November,$865.00,85 Brittany Town of Mount Royal QC H3P 1A5,1,3 1/2,Non,Unknown,H3P 1A5
5½ Triplex Garage 1320$-Fevrier 2019,$1320.00,3311 Rue Mistral Brossard QC J4Y 2T3,2,5 1/2,Non,Unknown,J4Y 2T3
Furnished sublet Plateau/McGill *january semester,$1500.00,3600 Av du Parc Montréal QC H2X 2J1 Canada,1,4 1/2,Oui,Oui,H2X 2J1
Recherché :Wanted: 4 1/2 in Little Italy/Outremont/Mile End/Plateau,$1300.00, Montreal H2S 1K6 QC Canada,1,4 1/2,Non,Unknown,H2S 1K6
Furnished Cozy 1-Bedroom Condo in Downtown (3.5 au Centre-Ville),$1450.00,1055 Rue Saint Mathieu Montréal QC H3H 2S5 Canada,1,2 1/2,Oui,Unknown,H3H 2S5
2 Bedroom furnished accommodation Downtown,$2250.00,1200 Rue St-Alexandre Montréal QC H3B 3H5 Canada,1,4 1/2,Oui,Non,H3B 3H5
Condo 3 1/2 (1 Br+Den) à louer DOWNTOWN - CONCORDIA (2019-02),$1550.00,2117 Rue Tupper Montréal QC H3H 1N9 Canada,1,3 1/2,Oui,Unknown,H3H 1N9
St Léonard 41/2 semi sous sol rue De Milly libre 700.00$,$700.00,Plusieurs choix Montréal QC H1P 2Z3,1,4 1/2,Non,Non,H1P 2Z3
New Condo for rent-Atwater Market-Griffintown-Little Burgundy,$2300.00,230 rue Dominion Montreal QC H3J 1N4,1,4 1/2,Non,Unknown,H3J 1N4
Condo à louer 2 chambres/ 2 bedrooms for rent,$1600.00,1240 Rue Montcalm Montréal QC H2L 3G7 Canada,1,4 1/2,Oui,Non,H2L 3G7
Appartement Condo. Loft 2 1/2. Ville Saint Laurent. Bois Franc.,$1175.00,1300 Boulevard Alexis-Nihon Saint-Laurent QC H4R Canada,1,1 1/2,Non,Unknown,
6 et demi meublé équipé-fully furnished equipped- NDG,$2200.00,4566 Avenue Beaconsfield Montréal QC H4A 2H7 Canada,1,6 1/2,Oui,Non,H4A 2H7
3-1/2 TMR / Ville Mont Royal,$725.00,25 Avenue Brittany Mont-Royal QC H3P 1A2 Canada,1,2 1/2,Non,Non,H3P 1A2
4 et demi à louer. 600$ Tétreaultville,$600.00,2182 Rue Pierre-Tétreault Montréal QC H1L 4Y7 Canada,1,4 1/2,Non,Oui,H1L 4Y7
Appartement à Louer (Parc Molson),$685.00,7076 Rue Molson Montréal QC H2A 3K1 Canada,1,3 1/2,Non,Non,H2A 3K1
SUPERBE HAUT DE DUPLEX TT COMPRIS AU COEUR DU PLATEAU,$1500.00,Avenue Henri-Julien Montréal QC H2W 2K2 Canada,1,5 1/2,Oui,Non,H2W 2K2
Beautiful 2BDR Apartment in Verdun,$995.00,1194 Rue Valiquette Verdun QC H4H 2E5 Canada,1,4 1/2,Non,Non,H4H 2E5
Ahuntsic 4 1/2 Complètement Rénové proche du métro libre 1 Déc,$950.00,Rue Legendre E Montréal QC H2M 1E9 Canada,1,4 1/2,Non,Non,H2M 1E9
3 1/2 coin st michel/sauvé/fleury libre 1 dec 560$,$560.00, MONTREAL h1h 5e3 QC Canada,1,3 1/2,Oui,Unknown,h1h 5e3
Transfert de bail immédiat 5 1/2 proche métro St Michel,$1100.00,Avenue Montréal QC H2A 2W1 Canada,1,5 1/2,Non,Non,H2A 2W1
Recherché :Appartement Juillet 2019 pour 2 étudiantes proche de l’ITHQ,$1200.00,3535 Rue Saint-Denis Montréal QC H2X 3P1 Canada,1,4 1/2,Oui,Unknown,H2X 3P1
3 et demi sous-sol neuf à côté station Laurier,$1200.00,plateau Canada,1,3 1/2,Non,Oui,
Subletting (2 1/2) in the heart of the plateau,$700.00,4184 Rue Saint-Dominique Montréal QC H2W 2A8 Canada,1,2 1/2,Non,Non,H2W 2A8
Recherché :Recherché appartement 3/2 ou 4/2,$600.00,4373 Avenue de l'Esplanade Montréal QC H2W 1T2 Canada,1,4 1/2,Non,Oui,H2W 1T2
1 1/2 meublé chauffé éclairé câble buanderie 600$,$600.00,2620 Avenue Charlemagne Montréal QC H1W 4A1 Canada,1,1 1/2,Oui,Non,H1W 4A1
3 et demi sous-sol neuf à côté station Laurier,$1200.00,plateau Canada,1,3 1/2,Non,Oui,
Grand 6 1/2 à 200 m du Métro Verdun,$1250.00,4834 Verdun Verdun H4G 1N1 QC Canada,1,6 1/2,Non,Non,H4G 1N1
Bright spacious 4.5 Downtown LEASE TRANSFER DEC 1ST,$1100.00,2330 Avenue Lincoln Montréal QC H3H 1J4 Canada,1,4 1/2,Non,Oui,H3H 1J4
Grand 7 1/2 métro Jolicoeur,$1080.00,H4E1L9 Canada,1,6 1/2,Non,Non,H4E1L9
31/2 Plateau Mont Roytal (heating hot water included),$1295.00,930 st joseph e Montreal QC H2J 1K6,1,2 1/2,Non,Unknown,H2J 1K6
Fort Lauderdale Florida,$1700.00,Montreal QC H2s 3e9 Canada,2,4 1/2,Oui,Non,H2s 3e9
One Bedroom For Rent at LUNA - 1100 ave Dr. Penfield,$1512.00,1100 ave Dr. Penfield Montreal QC H3A 1A8,1,2 1/2,Non,Oui,H3A 1A8
Two Bedroom For Rent at LUNA - 1100 ave Dr. Penfield,$2155.00,1100 ave Dr. Penfield Montreal QC H3A 1A8,2,4 1/2,Non,Oui,H3A 1A8
3 1/2 Bd. Saint Michel,$800.00,9339 Boulevard Saint-Michel Montréal QC H1Z 3G7 Canada,1,3 1/2,Non,Non,H1Z 3G7
2 1/2 à louer - Ville-Marie Montréal,$1635.00,110 Rue Sainte-Thérèse Montréal QC H2Y1E6,1,2 1/2,Oui,Oui,H2Y1E6
